Treatment,ambari,ambari-farsecsq,ambari-farsectwo,ambari-farsec,ambari-clni,ambari-clnifarsecsq,ambari-clnifarsectwo,ambari-clnifarsec,camel,camel-farsecsq,camel-farsectwo,camel-farsec,camel-clni,camel-clnifarsecsq,camel-clnifarsectwo,camel-clnifarsec,chromium,chromium-farsecsq,chromium-farsectwo,chromium-farsec,chromium-clni,chromium-clnifarsecsq,chromium-clnifarsectwo,chromium-clnifarsec,derby,derby-farsecsq,derby-farsectwo,derby-farsec,derby-clni,derby-clnifarsecsq,derby-clnifarsectwo,derby-clnifarsec,wicket,wicket-farsecsq,wicket-farsectwo,wicket-farsec,wicket-clni,wicket-clnifarsecsq,wicket-clnifarsectwo,wicket-clnifarsec
CLAMI,0.006085192697768763,0.028397565922920892,0.1359026369168357,0.008113590263691683,0.018255578093306288,0.028397565922920892,0.028397565922920892,0.028397565922920892,0.03734439834024896,0.34439834024896265,0.14522821576763487,0.022821576763485476,0.03734439834024896,0.2053941908713693,0.06846473029045644,0.01037344398340249,0.0,0.4397506593143131,0.02781107648046032,0.02781107648046032,0.02781107648046032,0.4393191081275474,0.0,0.02781107648046032,0.0,1.0,0.08078602620087336,0.0,0.0,1.0,0.24890829694323144,0.015283842794759825,1.0,0.20445344129554655,0.048582995951417005,0.030364372469635626,0.012145748987854251,0.20445344129554655,0.1902834008097166,0.0
CLA+SUP,0.012170385395537525,0.18864097363083165,0.1724137931034483,0.008113590263691683,0.008113590263691683,0.15010141987829614,0.1460446247464503,0.012170385395537525,0.026970954356846474,0.23858921161825727,0.15352697095435686,0.11825726141078838,0.029045643153526972,0.05186721991701245,0.21161825726141079,0.026970954356846474,4.795013186286262e-05,0.0023495564612802684,0.00014385039558858787,0.0,0.0008631023735315272,0.0001918005274514505,4.795013186286262e-05,9.590026372572525e-05,0.002183406113537118,0.5262008733624454,0.2925764192139738,0.004366812227074236,0.006550218340611353,0.4650655021834061,0.24672489082969432,0.006550218340611353,0.018218623481781375,0.0951417004048583,0.13765182186234817,0.032388663967611336,0.0,0.12753036437246965,0.32793522267206476,0.03643724696356275
CLA,0.02636916835699797,0.1724137931034483,0.02636916835699797,0.02636916835699797,0.02636916835699797,0.19066937119675456,0.10547667342799188,0.02636916835699797,0.035269709543568464,0.035269709543568464,0.035269709543568464,0.035269709543568464,0.035269709543568464,0.3236514522821577,0.035269709543568464,0.035269709543568464,0.04363461999520499,0.04363461999520499,0.04363461999520499,0.04363461999520499,0.04363461999520499,0.04363461999520499,0.04363461999520499,0.04363461999520499,0.034934497816593885,0.9432314410480349,0.15065502183406113,0.034934497816593885,0.034934497816593885,0.9432314410480349,0.21615720524017468,0.034934497816593885,0.03441295546558704,0.03441295546558704,0.08097165991902834,0.03441295546558704,0.03441295546558704,0.20445344129554655,0.20445344129554655,0.03441295546558704
