Treatment,ambari,ambari-farsecsq,ambari-farsectwo,ambari-farsec,ambari-clni,ambari-clnifarsecsq,ambari-clnifarsectwo,ambari-clnifarsec,camel,camel-farsecsq,camel-farsectwo,camel-farsec,camel-clni,camel-clnifarsecsq,camel-clnifarsectwo,camel-clnifarsec,chromium,chromium-farsecsq,chromium-farsectwo,chromium-farsec,chromium-clni,chromium-clnifarsecsq,chromium-clnifarsectwo,chromium-clnifarsec,derby,derby-farsecsq,derby-farsectwo,derby-farsec,derby-clni,derby-clnifarsecsq,derby-clnifarsectwo,derby-clnifarsec,wicket,wicket-farsecsq,wicket-farsectwo,wicket-farsec,wicket-clni,wicket-clnifarsecsq,wicket-clnifarsectwo,wicket-clnifarsec
CLAMI,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.05555555555555555,0.5555555555555556,1.0,0.16666666666666666,0.0,0.3888888888888889,1.0,0.05555555555555555,0.24347826086956523,0.5565217391304348,0.17391304347826086,0.24347826086956523,0.5565217391304348,0.5217391304347826,0.5565217391304348,0.5565217391304348,0.38095238095238093,0.2619047619047619,0.21428571428571427,0.23809523809523808,0.19047619047619047,0.30952380952380953,0.2619047619047619,0.2619047619047619,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
CLA+SUP,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.34782608695652173,0.4,0.3739130434782609,0.3217391304347826,0.3217391304347826,0.5304347826086957,0.30434782608695654,0.30434782608695654,0.30952380952380953,0.2857142857142857,0.5476190476190477,0.42857142857142855,0.4523809523809524,0.35714285714285715,0.42857142857142855,0.30952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLA,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.4434782608695652,0.30434782608695654,0.46956521739130436,0.5391304347826087,0.3391304347826087,0.28695652173913044,0.3391304347826087,0.3391304347826087,0.3333333333333333,0.6190476190476191,0.3333333333333333,0.5238095238095238,0.42857142857142855,0.6190476190476191,0.3333333333333333,0.5238095238095238,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
