Treatment,ambari-clnifarsectwo,camel-clnifarsectwo,chromium-clnifarsectwo,derby-clnifarsectwo,wicket-clnifarsectwo
CLAMI,0.028397565922920892,0.06846473029045644,1.0,0.0,0.0
CLA+SUP,0.24543610547667344,0.22406639004149378,0.002061855670103093,0.34279475982532753,0.35020242914979755
CLA,0.08316430020283976,0.08713692946058091,0.04363461999520499,0.21615720524017468,0.8340080971659919
